train loss,val loss
0.5849289512634277,0.5405244103499821
0.4424950242042541,0.3990611859730312
0.431667617559433,0.4588363255773272
0.4165249872207641,0.3847803047725132
0.4050453662872314,0.3533947999988283
0.3913326942920684,0.3343984505959919
0.3838044428825378,0.3602542728185653
0.3780644953250885,0.4648836765970502
0.3771893441677093,0.3400580233761242
0.3763228917121887,0.4359964387757437
0.3914160370826721,0.3778099545410701
0.3741090905666351,0.3269517528159277
0.3711844539642334,0.3258455651147025
0.3681478238105773,0.3684274378631796
0.3664490354061127,0.3477124295064381
0.3700367724895477,0.3663140663078853
0.3652215659618377,0.3226786676262106
0.3555451154708862,0.33934443124703
0.3500107777118683,0.3513909493173872
0.3525321125984192,0.397775513785226
0.3485823380947113,0.3540158910410745
0.3431349962949753,0.3637698218226433
0.3553803980350494,0.3341000277016844
0.3689898264408111,0.367819253887449
0.3639133405685424,0.3549774927752359
0.3556347250938415,0.3338239405836378
0.3442397487163544,0.4263124125344412
0.3413285040855408,0.3877905564648764
0.3422732293605804,0.4110614487103053
0.3368088364601135,0.3519422550286565
0.3274098265171051,0.3496688604354858
0.3426085644960403,0.3588399812579155
0.3345394361019134,0.3630923969405038
0.3310889327526092,0.3793639200074332
0.3251927608251572,0.3286593897002084
0.333166127204895,0.3696270244462149
0.3257943177223205,0.3484189297471727
0.3265933442115784,0.3530604009117399
0.3299317717552185,0.3504285578216825
0.3243283879756927,0.3293595292738506
0.3199438178539276,0.3532276856047766
0.3238867115974426,0.3897810110024043
0.3240959870815277,0.3355513981410435
0.3170261996984482,0.4541702568531036
0.3474558168649673,0.3260232808866671
0.3438919234275818,0.3398062147067061
0.3280842077732086,0.3243077272283179
0.3355947279930115,0.3570799572127206
0.3232622170448303,0.3167904099183423
0.3336643970012665,0.3131343610584736
0.3268591886758804,0.3330737054347992
0.3242676746845245,0.3122265333575861
0.3221019750833511,0.3784528417246682
0.3242728018760681,0.4211370944976806
0.3218489664793014,0.3562716713973454
0.3237083101272583,0.3539218689714159
0.3210714197158813,0.3649598317486899
0.3245607793331146,0.3381957954594067
0.3228630232810974,0.3207917703049524
0.3177367287874222,0.3603392669132778
0.3215026897192001,0.3532949068716594
0.3208798897266388,0.3623285847050803
0.3256257313489914,0.339040668947356
0.3277897250652313,0.3378235415688583
0.3312498295307159,0.4014810877186911
0.3231876248121261,0.3495042707238878
0.3278230607509613,0.3661019674369267
0.3252589249610901,0.3420599486146654
0.3128414970636368,0.3629002869129181
0.3224483174085617,0.3345135035259383
0.3207430452108383,0.3826054845537458
0.3176768559217453,0.3396726548671722
0.3421001052856445,0.5000023160661969
0.3131336587667465,0.389603670154299
0.3204215276241302,0.3776539053235735
0.3297105896472931,0.4177939423492977
0.3161983740329742,0.4428087728364127
0.3156022334098816,0.3585240457739149
0.3133807849884033,0.3206701896020344
0.3210010230541229,0.3669195600918361
0.3095098948478699,0.3371623275535447
0.3216646522283554,0.3432295716234615
0.3467016279697418,0.4690107532909938
0.332318245768547,0.3681782526629312
0.3144319891929626,0.3487043976783752
0.3185005319118499,0.3631550414221627
0.3123128229379654,0.3440457454749516
0.3109104293584823,0.3741597277777536
0.3138890373706817,0.3634181065218789
0.3175020408630371,0.3625754714012146
0.320576423406601,0.4350998529366084
0.3279254245758056,0.3339743678058897
0.3182716733217239,0.5059827736445835
0.3151684510707855,0.3836034898247037
0.3149083065986633,0.3211452077542032
0.3168682366609573,0.3591624413217817
0.3143678557872772,0.498259391103472
0.3251905339956283,0.4179470539093017
0.3181364333629608,0.3364065965371473
0.3316970825195312,0.3551530901874815
